true,pred
1.000000000000000000e+00,9.989283680915832520e-01
1.000000000000000000e+00,9.985920786857604980e-01
1.000000000000000000e+00,9.982571005821228027e-01
1.000000000000000000e+00,9.989200234413146973e-01
1.000000000000000000e+00,9.994681477546691895e-01
1.000000000000000000e+00,9.984274506568908691e-01
1.000000000000000000e+00,9.995113015174865723e-01
1.000000000000000000e+00,9.997268319129943848e-01
1.000000000000000000e+00,9.989001154899597168e-01
1.000000000000000000e+00,1.000125646591186523e+00
1.000000000000000000e+00,9.989827275276184082e-01
1.000000000000000000e+00,9.992695450782775879e-01
1.000000000000000000e+00,9.975069165229797363e-01
1.000000000000000000e+00,9.986796975135803223e-01
1.000000000000000000e+00,1.000369071960449219e+00
1.000000000000000000e+00,9.988339543342590332e-01
1.000000000000000000e+00,9.983423352241516113e-01
1.000000000000000000e+00,9.988853335380554199e-01
1.000000000000000000e+00,9.989439845085144043e-01
1.000000000000000000e+00,9.989166855812072754e-01
1.000000000000000000e+00,1.000427246093750000e+00
1.000000000000000000e+00,9.988554120063781738e-01
1.000000000000000000e+00,9.978684782981872559e-01
1.000000000000000000e+00,9.991431832313537598e-01
1.000000000000000000e+00,9.985490441322326660e-01
1.000000000000000000e+00,9.986317753791809082e-01
1.000000000000000000e+00,9.981192946434020996e-01
1.000000000000000000e+00,9.985361695289611816e-01
1.000000000000000000e+00,9.979612231254577637e-01
1.000000000000000000e+00,9.974535107612609863e-01
1.000000000000000000e+00,9.977790713310241699e-01
1.000000000000000000e+00,9.985316395759582520e-01
1.000000000000000000e+00,9.973805546760559082e-01
1.000000000000000000e+00,9.976198077201843262e-01
1.000000000000000000e+00,9.991285204887390137e-01
1.000000000000000000e+00,9.979332089424133301e-01
1.000000000000000000e+00,9.983783364295959473e-01
1.000000000000000000e+00,9.992490410804748535e-01
1.000000000000000000e+00,9.996603131294250488e-01
1.000000000000000000e+00,9.988620877265930176e-01
1.000000000000000000e+00,9.982263445854187012e-01
1.000000000000000000e+00,9.965332150459289551e-01
1.000000000000000000e+00,9.977265000343322754e-01
1.000000000000000000e+00,9.987373948097229004e-01
1.000000000000000000e+00,9.987311959266662598e-01
1.000000000000000000e+00,9.995948672294616699e-01
1.000000000000000000e+00,9.983401894569396973e-01
1.000000000000000000e+00,9.980090260505676270e-01
1.000000000000000000e+00,9.999497532844543457e-01
1.000000000000000000e+00,9.987980723381042480e-01
1.000000000000000000e+00,9.983868002891540527e-01
1.000000000000000000e+00,9.987335801124572754e-01
1.000000000000000000e+00,9.988453984260559082e-01
1.000000000000000000e+00,9.977729916572570801e-01
1.000000000000000000e+00,9.974293112754821777e-01
1.000000000000000000e+00,9.987123608589172363e-01
1.000000000000000000e+00,9.972687363624572754e-01
1.000000000000000000e+00,9.979779124259948730e-01
1.000000000000000000e+00,9.980173707008361816e-01
1.000000000000000000e+00,9.985294938087463379e-01
1.000000000000000000e+00,9.994145035743713379e-01
1.000000000000000000e+00,1.000194549560546875e+00
1.000000000000000000e+00,9.988914132118225098e-01
1.000000000000000000e+00,1.000383377075195312e+00
1.000000000000000000e+00,9.988997578620910645e-01
1.000000000000000000e+00,1.000312566757202148e+00
1.000000000000000000e+00,9.997379183769226074e-01
1.000000000000000000e+00,9.983534216880798340e-01
1.000000000000000000e+00,9.985952973365783691e-01
1.000000000000000000e+00,9.979022145271301270e-01
1.000000000000000000e+00,9.981511235237121582e-01
1.000000000000000000e+00,9.992406964302062988e-01
1.000000000000000000e+00,9.983449578285217285e-01
1.000000000000000000e+00,9.989750981330871582e-01
1.000000000000000000e+00,9.982684254646301270e-01
1.000000000000000000e+00,9.991968274116516113e-01
1.000000000000000000e+00,9.996588826179504395e-01
1.000000000000000000e+00,9.981431365013122559e-01
1.000000000000000000e+00,9.991459250450134277e-01
1.000000000000000000e+00,9.991722702980041504e-01
1.000000000000000000e+00,9.993534684181213379e-01
1.000000000000000000e+00,9.983444809913635254e-01
1.000000000000000000e+00,1.000024557113647461e+00
1.000000000000000000e+00,9.997755885124206543e-01
1.000000000000000000e+00,9.981394410133361816e-01
1.000000000000000000e+00,9.992688298225402832e-01
1.000000000000000000e+00,9.976057410240173340e-01
1.000000000000000000e+00,9.990286231040954590e-01
1.000000000000000000e+00,9.986984133720397949e-01
1.000000000000000000e+00,9.985023140907287598e-01
1.000000000000000000e+00,9.981523156166076660e-01
1.000000000000000000e+00,9.984014630317687988e-01
1.000000000000000000e+00,9.992931485176086426e-01
1.000000000000000000e+00,1.000129818916320801e+00
1.000000000000000000e+00,9.995458722114562988e-01
1.000000000000000000e+00,9.989858269691467285e-01
1.000000000000000000e+00,9.991322159767150879e-01
1.000000000000000000e+00,9.989871382713317871e-01
1.000000000000000000e+00,9.986911416053771973e-01
1.000000000000000000e+00,9.985116124153137207e-01
1.000000000000000000e+00,9.996454119682312012e-01
1.000000000000000000e+00,9.983423352241516113e-01
1.000000000000000000e+00,9.989040493965148926e-01
1.000000000000000000e+00,9.976802468299865723e-01
1.000000000000000000e+00,9.982789158821105957e-01
1.000000000000000000e+00,9.989684224128723145e-01
1.000000000000000000e+00,9.978194832801818848e-01
1.000000000000000000e+00,9.982479214668273926e-01
1.000000000000000000e+00,9.989989399909973145e-01
1.000000000000000000e+00,9.979894757270812988e-01
1.000000000000000000e+00,9.993038773536682129e-01
1.000000000000000000e+00,9.985950589179992676e-01
1.000000000000000000e+00,9.995544552803039551e-01
1.000000000000000000e+00,9.996467232704162598e-01
1.000000000000000000e+00,9.986893534660339355e-01
1.000000000000000000e+00,9.996157288551330566e-01
1.000000000000000000e+00,1.000868797302246094e+00
1.000000000000000000e+00,9.991546273231506348e-01
1.000000000000000000e+00,9.989512562751770020e-01
1.000000000000000000e+00,9.991266131401062012e-01
1.000000000000000000e+00,9.981887936592102051e-01
1.000000000000000000e+00,9.968209862709045410e-01
1.000000000000000000e+00,9.974897503852844238e-01
1.000000000000000000e+00,9.971802830696105957e-01
1.000000000000000000e+00,1.000017166137695312e+00
1.000000000000000000e+00,9.993119835853576660e-01
1.000000000000000000e+00,9.978333115577697754e-01
1.000000000000000000e+00,9.978428483009338379e-01
1.000000000000000000e+00,9.980427622795104980e-01
1.000000000000000000e+00,9.979401230812072754e-01
1.000000000000000000e+00,9.992738366127014160e-01
1.000000000000000000e+00,9.988518357276916504e-01
1.000000000000000000e+00,9.992356896400451660e-01
1.000000000000000000e+00,9.982872605323791504e-01
1.000000000000000000e+00,9.985509514808654785e-01
1.000000000000000000e+00,9.977708458900451660e-01
1.000000000000000000e+00,9.987658858299255371e-01
1.000000000000000000e+00,9.987226128578186035e-01
1.000000000000000000e+00,1.000039100646972656e+00
1.000000000000000000e+00,9.994916319847106934e-01
1.000000000000000000e+00,9.992009997367858887e-01
1.000000000000000000e+00,9.983221888542175293e-01
1.000000000000000000e+00,9.982751011848449707e-01
1.000000000000000000e+00,9.985101819038391113e-01
1.000000000000000000e+00,9.996655583381652832e-01
1.000000000000000000e+00,1.000387430191040039e+00
1.000000000000000000e+00,9.981715083122253418e-01
1.000000000000000000e+00,9.977667927742004395e-01
1.000000000000000000e+00,9.984672665596008301e-01
1.000000000000000000e+00,9.996734261512756348e-01
1.000000000000000000e+00,9.983792901039123535e-01
1.000000000000000000e+00,9.983363747596740723e-01
1.000000000000000000e+00,9.967384934425354004e-01
1.000000000000000000e+00,9.972782731056213379e-01
1.000000000000000000e+00,1.000065565109252930e+00
1.000000000000000000e+00,9.987924695014953613e-01
1.000000000000000000e+00,9.973670840263366699e-01
1.000000000000000000e+00,9.980379939079284668e-01
1.000000000000000000e+00,9.983852505683898926e-01
1.000000000000000000e+00,9.986894726753234863e-01
1.000000000000000000e+00,9.984766840934753418e-01
1.000000000000000000e+00,9.992054104804992676e-01
1.000000000000000000e+00,9.991794228553771973e-01
1.000000000000000000e+00,9.987147450447082520e-01
1.000000000000000000e+00,9.985037446022033691e-01
1.000000000000000000e+00,9.988866448402404785e-01
1.000000000000000000e+00,9.994354844093322754e-01
1.000000000000000000e+00,9.987033009529113770e-01
1.000000000000000000e+00,9.985137581825256348e-01
1.000000000000000000e+00,9.978842139244079590e-01
1.000000000000000000e+00,9.989185929298400879e-01
1.000000000000000000e+00,9.972344040870666504e-01
1.000000000000000000e+00,9.977813363075256348e-01
1.000000000000000000e+00,9.985272288322448730e-01
1.000000000000000000e+00,9.988690018653869629e-01
1.000000000000000000e+00,9.972446560859680176e-01
1.000000000000000000e+00,9.984198212623596191e-01
1.000000000000000000e+00,9.983077645301818848e-01
1.000000000000000000e+00,9.968419671058654785e-01
1.000000000000000000e+00,9.975683093070983887e-01
1.000000000000000000e+00,9.989061951637268066e-01
1.000000000000000000e+00,9.982071518898010254e-01
1.000000000000000000e+00,9.981179833412170410e-01
1.000000000000000000e+00,9.985809922218322754e-01
1.000000000000000000e+00,9.988872408866882324e-01
1.000000000000000000e+00,9.992642998695373535e-01
1.000000000000000000e+00,9.982241988182067871e-01
1.000000000000000000e+00,9.987251162528991699e-01
1.000000000000000000e+00,9.990517497062683105e-01
1.000000000000000000e+00,9.987745881080627441e-01
1.000000000000000000e+00,9.970870614051818848e-01
1.000000000000000000e+00,9.980955719947814941e-01
1.000000000000000000e+00,9.980724453926086426e-01
1.000000000000000000e+00,9.986928105354309082e-01
1.000000000000000000e+00,9.963408112525939941e-01
1.000000000000000000e+00,9.974265694618225098e-01
1.000000000000000000e+00,9.972258210182189941e-01
1.000000000000000000e+00,9.983270764350891113e-01
1.000000000000000000e+00,9.988432526588439941e-01
1.000000000000000000e+00,9.986684918403625488e-01
1.000000000000000000e+00,9.979032874107360840e-01
1.000000000000000000e+00,9.980472922325134277e-01
1.000000000000000000e+00,9.991739392280578613e-01
1.000000000000000000e+00,9.989978671073913574e-01
1.000000000000000000e+00,9.991578459739685059e-01
1.000000000000000000e+00,1.000511050224304199e+00
1.000000000000000000e+00,9.979603886604309082e-01
1.000000000000000000e+00,9.962182641029357910e-01
1.000000000000000000e+00,9.970369935035705566e-01
1.000000000000000000e+00,9.976968169212341309e-01
1.000000000000000000e+00,9.987245202064514160e-01
1.000000000000000000e+00,9.975342154502868652e-01
1.000000000000000000e+00,9.964395165443420410e-01
1.000000000000000000e+00,9.962623715400695801e-01
1.000000000000000000e+00,9.954250454902648926e-01
1.000000000000000000e+00,9.969390034675598145e-01
1.000000000000000000e+00,9.977489113807678223e-01
1.000000000000000000e+00,9.974415898323059082e-01
1.000000000000000000e+00,9.972644448280334473e-01
1.000000000000000000e+00,9.975964426994323730e-01
1.000000000000000000e+00,1.001739144325256348e+00
1.000000000000000000e+00,9.993602633476257324e-01
1.000000000000000000e+00,9.990703463554382324e-01
1.000000000000000000e+00,9.984024167060852051e-01
1.000000000000000000e+00,9.976928830146789551e-01
1.000000000000000000e+00,9.966782927513122559e-01
1.000000000000000000e+00,9.983407855033874512e-01
1.000000000000000000e+00,9.985916018486022949e-01
1.000000000000000000e+00,9.985566735267639160e-01
1.000000000000000000e+00,9.988055825233459473e-01
1.000000000000000000e+00,9.986932873725891113e-01
1.000000000000000000e+00,9.978405833244323730e-01
1.000000000000000000e+00,9.977687001228332520e-01
1.000000000000000000e+00,9.995413422584533691e-01
1.000000000000000000e+00,9.995535016059875488e-01
1.000000000000000000e+00,9.994680285453796387e-01
1.000000000000000000e+00,9.998100399971008301e-01
1.000000000000000000e+00,9.993519186973571777e-01
1.000000000000000000e+00,9.994233250617980957e-01
1.000000000000000000e+00,9.994998574256896973e-01
1.000000000000000000e+00,9.994942545890808105e-01
1.000000000000000000e+00,9.995467066764831543e-01
1.000000000000000000e+00,9.996424317359924316e-01
1.000000000000000000e+00,9.996016621589660645e-01
1.000000000000000000e+00,9.995301365852355957e-01
1.000000000000000000e+00,9.995926022529602051e-01
1.000000000000000000e+00,9.981079697608947754e-01
1.000000000000000000e+00,9.992282986640930176e-01
1.000000000000000000e+00,9.994792342185974121e-01
1.000000000000000000e+00,9.997158646583557129e-01
1.000000000000000000e+00,9.997625946998596191e-01
1.000000000000000000e+00,9.995926022529602051e-01
1.000000000000000000e+00,9.995968937873840332e-01
1.000000000000000000e+00,9.997428059577941895e-01
1.000000000000000000e+00,9.997358918190002441e-01
1.000000000000000000e+00,9.996765255928039551e-01
1.000000000000000000e+00,9.996128678321838379e-01
1.000000000000000000e+00,9.995267987251281738e-01
1.000000000000000000e+00,9.996572136878967285e-01
1.000000000000000000e+00,9.994013905525207520e-01
1.000000000000000000e+00,9.996395707130432129e-01
1.000000000000000000e+00,9.995473027229309082e-01
1.000000000000000000e+00,9.997431635856628418e-01
1.000000000000000000e+00,9.996193051338195801e-01
1.000000000000000000e+00,9.995998740196228027e-01
1.000000000000000000e+00,9.995083212852478027e-01
1.000000000000000000e+00,9.996660351753234863e-01
1.000000000000000000e+00,9.997918009757995605e-01
1.000000000000000000e+00,9.996667504310607910e-01
1.000000000000000000e+00,9.995892643928527832e-01
1.000000000000000000e+00,9.995656609535217285e-01
1.000000000000000000e+00,9.993916153907775879e-01
1.000000000000000000e+00,9.991884827613830566e-01
1.000000000000000000e+00,9.993873238563537598e-01
1.000000000000000000e+00,9.997474551200866699e-01
1.000000000000000000e+00,9.996177554130554199e-01
1.000000000000000000e+00,9.996823668479919434e-01
1.000000000000000000e+00,9.996605515480041504e-01
1.000000000000000000e+00,9.994869828224182129e-01
1.000000000000000000e+00,9.993880391120910645e-01
1.000000000000000000e+00,9.998207688331604004e-01
1.000000000000000000e+00,9.995457530021667480e-01
1.000000000000000000e+00,9.999592900276184082e-01
1.000000000000000000e+00,9.997330307960510254e-01
1.000000000000000000e+00,9.997556805610656738e-01
1.000000000000000000e+00,9.999001622200012207e-01
1.000000000000000000e+00,9.997435212135314941e-01
1.000000000000000000e+00,9.996665120124816895e-01
1.000000000000000000e+00,9.997097849845886230e-01
1.000000000000000000e+00,9.997964501380920410e-01
1.000000000000000000e+00,9.995465874671936035e-01
1.000000000000000000e+00,9.997826218605041504e-01
1.000000000000000000e+00,9.996834397315979004e-01
1.000000000000000000e+00,9.997003674507141113e-01
1.000000000000000000e+00,9.997654557228088379e-01
1.000000000000000000e+00,9.995694756507873535e-01
1.000000000000000000e+00,9.992936253547668457e-01
1.000000000000000000e+00,9.996013045310974121e-01
1.000000000000000000e+00,9.995515942573547363e-01
1.000000000000000000e+00,9.996224045753479004e-01
1.000000000000000000e+00,9.995083212852478027e-01
1.000000000000000000e+00,9.997156262397766113e-01
1.000000000000000000e+00,9.995697140693664551e-01
1.000000000000000000e+00,9.997333884239196777e-01
1.000000000000000000e+00,9.997680783271789551e-01
1.000000000000000000e+00,9.998156428337097168e-01
1.000000000000000000e+00,9.994555115699768066e-01
1.000000000000000000e+00,9.996353983879089355e-01
1.000000000000000000e+00,9.998200535774230957e-01
1.000000000000000000e+00,9.998703598976135254e-01
1.000000000000000000e+00,9.996512532234191895e-01
1.000000000000000000e+00,9.995147585868835449e-01
1.000000000000000000e+00,9.996386170387268066e-01
1.000000000000000000e+00,9.995232224464416504e-01
1.000000000000000000e+00,9.996848702430725098e-01
1.000000000000000000e+00,9.996246695518493652e-01
1.000000000000000000e+00,9.993024468421936035e-01
1.000000000000000000e+00,9.995062947273254395e-01
1.000000000000000000e+00,9.997296929359436035e-01
1.000000000000000000e+00,9.997796416282653809e-01
1.000000000000000000e+00,9.994477629661560059e-01
1.000000000000000000e+00,9.995093941688537598e-01
1.000000000000000000e+00,9.996871352195739746e-01
1.000000000000000000e+00,9.998180270195007324e-01
1.000000000000000000e+00,9.998314976692199707e-01
1.000000000000000000e+00,9.995687603950500488e-01
1.000000000000000000e+00,9.997723698616027832e-01
1.000000000000000000e+00,9.996941685676574707e-01
1.000000000000000000e+00,9.997366070747375488e-01
1.000000000000000000e+00,9.997885823249816895e-01
1.000000000000000000e+00,9.993827939033508301e-01
1.000000000000000000e+00,9.996952414512634277e-01
1.000000000000000000e+00,9.994248747825622559e-01
1.000000000000000000e+00,9.997780919075012207e-01
1.000000000000000000e+00,9.997821450233459473e-01
1.000000000000000000e+00,9.997389912605285645e-01
1.000000000000000000e+00,9.996315836906433105e-01
1.000000000000000000e+00,9.995999932289123535e-01
1.000000000000000000e+00,9.998527169227600098e-01
1.000000000000000000e+00,9.997764229774475098e-01
1.000000000000000000e+00,9.999144673347473145e-01
1.000000000000000000e+00,9.991121888160705566e-01
1.000000000000000000e+00,9.998677372932434082e-01
1.000000000000000000e+00,9.995619654655456543e-01
1.000000000000000000e+00,9.994949698448181152e-01
1.000000000000000000e+00,9.997881054878234863e-01
1.000000000000000000e+00,9.996758103370666504e-01
1.000000000000000000e+00,9.994527697563171387e-01
1.000000000000000000e+00,9.995825886726379395e-01
1.000000000000000000e+00,9.996914267539978027e-01
1.000000000000000000e+00,9.996860623359680176e-01
1.000000000000000000e+00,9.993974566459655762e-01
1.000000000000000000e+00,9.996250271797180176e-01
1.000000000000000000e+00,9.996202588081359863e-01
1.000000000000000000e+00,9.995086789131164551e-01
1.000000000000000000e+00,9.995803236961364746e-01
1.000000000000000000e+00,9.995995163917541504e-01
1.000000000000000000e+00,9.995291829109191895e-01
1.000000000000000000e+00,9.995806813240051270e-01
1.000000000000000000e+00,9.993978142738342285e-01
1.000000000000000000e+00,9.994385838508605957e-01
1.000000000000000000e+00,9.997652173042297363e-01
1.000000000000000000e+00,9.995701909065246582e-01
1.000000000000000000e+00,9.998196959495544434e-01
1.000000000000000000e+00,9.997135996818542480e-01
1.000000000000000000e+00,9.997326731681823730e-01
1.000000000000000000e+00,9.994416832923889160e-01
1.000000000000000000e+00,9.994991421699523926e-01
1.000000000000000000e+00,9.994810223579406738e-01
1.000000000000000000e+00,9.998689293861389160e-01
1.000000000000000000e+00,9.996882081031799316e-01
1.000000000000000000e+00,9.996555447578430176e-01
1.000000000000000000e+00,9.997758269309997559e-01
1.000000000000000000e+00,9.996619820594787598e-01
1.000000000000000000e+00,9.992311596870422363e-01
1.000000000000000000e+00,9.996821284294128418e-01
1.000000000000000000e+00,9.996007084846496582e-01
1.000000000000000000e+00,9.996063113212585449e-01
1.000000000000000000e+00,9.997255206108093262e-01
1.000000000000000000e+00,9.995184540748596191e-01
1.000000000000000000e+00,9.997475743293762207e-01
1.000000000000000000e+00,9.997662901878356934e-01
1.000000000000000000e+00,9.996040463447570801e-01
1.000000000000000000e+00,9.996770024299621582e-01
1.000000000000000000e+00,9.997934699058532715e-01
1.000000000000000000e+00,9.997475743293762207e-01
1.000000000000000000e+00,9.996759295463562012e-01
1.000000000000000000e+00,9.998597502708435059e-01
1.000000000000000000e+00,9.994552731513977051e-01
1.000000000000000000e+00,9.998964667320251465e-01
1.000000000000000000e+00,9.996722340583801270e-01
1.000000000000000000e+00,9.996278882026672363e-01
1.000000000000000000e+00,9.995875954627990723e-01
1.000000000000000000e+00,9.996615052223205566e-01
1.000000000000000000e+00,9.996795058250427246e-01
1.000000000000000000e+00,9.997788071632385254e-01
1.000000000000000000e+00,9.993382096290588379e-01
1.000000000000000000e+00,9.997226595878601074e-01
1.000000000000000000e+00,9.997392296791076660e-01
1.000000000000000000e+00,9.995797276496887207e-01
1.000000000000000000e+00,9.997275471687316895e-01
1.000000000000000000e+00,9.996278882026672363e-01
1.000000000000000000e+00,9.995943903923034668e-01
1.000000000000000000e+00,9.995813965797424316e-01
1.000000000000000000e+00,9.995811581611633301e-01
1.000000000000000000e+00,9.994862675666809082e-01
1.000000000000000000e+00,9.998274445533752441e-01
1.000000000000000000e+00,9.997747540473937988e-01
1.000000000000000000e+00,9.995668530464172363e-01
1.000000000000000000e+00,9.997211098670959473e-01
1.000000000000000000e+00,9.993467926979064941e-01
1.000000000000000000e+00,9.998411536216735840e-01
1.000000000000000000e+00,9.997864365577697754e-01
1.000000000000000000e+00,9.996803402900695801e-01
1.000000000000000000e+00,9.995284676551818848e-01
1.000000000000000000e+00,9.997331500053405762e-01
1.000000000000000000e+00,9.995413422584533691e-01
1.000000000000000000e+00,9.996290802955627441e-01
1.000000000000000000e+00,9.997728466987609863e-01
1.000000000000000000e+00,9.996660351753234863e-01
1.000000000000000000e+00,9.995561242103576660e-01
1.000000000000000000e+00,9.997220635414123535e-01
1.000000000000000000e+00,9.995964169502258301e-01
1.000000000000000000e+00,9.997187256813049316e-01
1.000000000000000000e+00,9.996755719184875488e-01
1.000000000000000000e+00,9.995992779731750488e-01
1.000000000000000000e+00,9.997053742408752441e-01
1.000000000000000000e+00,9.995599389076232910e-01
1.000000000000000000e+00,9.993866086006164551e-01
1.000000000000000000e+00,9.999201893806457520e-01
1.000000000000000000e+00,9.997459053993225098e-01
1.000000000000000000e+00,9.996133446693420410e-01
1.000000000000000000e+00,9.995390772819519043e-01
1.000000000000000000e+00,9.997436404228210449e-01
1.000000000000000000e+00,9.997316002845764160e-01
1.000000000000000000e+00,9.996637701988220215e-01
1.000000000000000000e+00,9.993759989738464355e-01
1.000000000000000000e+00,9.995552897453308105e-01
1.000000000000000000e+00,9.999188780784606934e-01
1.000000000000000000e+00,9.997230172157287598e-01
1.000000000000000000e+00,9.997257590293884277e-01
1.000000000000000000e+00,9.998020529747009277e-01
1.000000000000000000e+00,9.994643330574035645e-01
1.000000000000000000e+00,9.996982216835021973e-01
1.000000000000000000e+00,9.998012185096740723e-01
1.000000000000000000e+00,9.997840523719787598e-01
1.000000000000000000e+00,9.997822642326354980e-01
1.000000000000000000e+00,9.994841217994689941e-01
1.000000000000000000e+00,9.997299313545227051e-01
1.000000000000000000e+00,9.996151328086853027e-01
1.000000000000000000e+00,9.996312260627746582e-01
1.000000000000000000e+00,9.994650483131408691e-01
1.000000000000000000e+00,9.994755387306213379e-01
1.000000000000000000e+00,9.997091889381408691e-01
1.000000000000000000e+00,9.997099041938781738e-01
1.000000000000000000e+00,9.997302889823913574e-01
1.000000000000000000e+00,9.992032647132873535e-01
1.000000000000000000e+00,9.997082352638244629e-01
1.000000000000000000e+00,9.996517300605773926e-01
1.000000000000000000e+00,9.996317028999328613e-01
1.000000000000000000e+00,9.994248747825622559e-01
1.000000000000000000e+00,9.998305439949035645e-01
1.000000000000000000e+00,9.999046921730041504e-01
1.000000000000000000e+00,9.996331334114074707e-01
1.000000000000000000e+00,9.995326399803161621e-01
1.000000000000000000e+00,9.997439980506896973e-01
1.000000000000000000e+00,9.998723864555358887e-01
1.000000000000000000e+00,9.998853802680969238e-01
1.000000000000000000e+00,9.996137022972106934e-01
1.000000000000000000e+00,9.996914267539978027e-01
1.000000000000000000e+00,9.996477961540222168e-01
1.000000000000000000e+00,9.996499419212341309e-01
1.000000000000000000e+00,9.997439980506896973e-01
1.000000000000000000e+00,9.996793866157531738e-01
1.000000000000000000e+00,9.997478127479553223e-01
1.000000000000000000e+00,9.997612833976745605e-01
1.000000000000000000e+00,9.996615052223205566e-01
1.000000000000000000e+00,9.999137520790100098e-01
1.000000000000000000e+00,9.996307492256164551e-01
1.000000000000000000e+00,9.995353817939758301e-01
1.000000000000000000e+00,9.995854496955871582e-01
1.000000000000000000e+00,9.995875954627990723e-01
1.000000000000000000e+00,9.997977614402770996e-01
